1.11290197E-04   6576.2 1.113E+01 6.977E+11 6.466E-02 2.507E+01 2.000E+05
1.38847673E-04   6625.2 1.388E+01 8.539E+11 7.140E-02 2.467E+01 2.000E+05
1.72085951E-04   6672.9 1.720E+01 1.038E+12 7.904E-02 2.440E+01 2.000E+05
2.12055104E-04   6720.0 2.120E+01 1.255E+12 8.779E-02 2.426E+01 2.000E+05
2.59981501E-04   6766.5 2.599E+01 1.510E+12 9.776E-02 2.420E+01 2.000E+05
3.17251210E-04   6813.3 3.172E+01 1.812E+12 1.093E-01 2.425E+01 2.000E+05
3.85396493E-04   6860.6 3.853E+01 2.168E+12 1.228E-01 2.440E+01 2.000E+05
4.66167127E-04   6908.6 4.660E+01 2.588E+12 1.384E-01 2.459E+01 2.000E+05
5.61589250E-04   6957.2 5.614E+01 3.082E+12 1.564E-01 2.481E+01 2.000E+05
6.74044913E-04   7006.0 6.739E+01 3.662E+12 1.771E-01 2.506E+01 2.000E+05
8.06386364E-04   7054.7 8.062E+01 4.338E+12 2.008E-01 2.536E+01 2.000E+05
9.62084015E-04   7102.9 9.618E+01 5.121E+12 2.275E-01 2.570E+01 2.000E+05
1.14529048E-03   7150.6 1.145E+02 6.030E+12 2.578E-01 2.616E+01 2.000E+05
1.36099803E-03   7197.6 1.361E+02 7.078E+12 2.918E-01 2.674E+01 2.000E+05
1.61533078E-03   7243.7 1.615E+02 8.286E+12 3.298E-01 2.741E+01 2.000E+05
1.91544497E-03   7289.7 1.915E+02 9.684E+12 3.727E-01 2.822E+01 2.000E+05
2.26964678E-03   7335.4 2.269E+02 1.130E+13 4.211E-01 2.916E+01 2.000E+05
2.68761158E-03   7381.4 2.687E+02 1.318E+13 4.760E-01 3.024E+01 2.000E+05
3.18069788E-03   7427.6 3.180E+02 1.536E+13 5.382E-01 3.146E+01 2.000E+05
3.76165602E-03   7475.1 3.761E+02 1.790E+13 6.097E-01 3.287E+01 2.000E+05
4.44548747E-03   7522.7 4.444E+02 2.085E+13 6.906E-01 3.441E+01 2.000E+05
5.25070392E-03   7570.5 5.249E+02 2.427E+13 7.820E-01 3.613E+01 2.000E+05
6.19899534E-03   7618.5 6.197E+02 2.821E+13 8.854E-01 3.806E+01 2.000E+05
7.31582727E-03   7666.6 7.313E+02 3.278E+13 1.003E+00 4.024E+01 2.000E+05
8.63115707E-03   7715.3 8.628E+02 3.808E+13 1.135E+00 4.274E+01 2.000E+05
1.01797614E-02   7764.9 1.018E+03 4.424E+13 1.287E+00 4.566E+01 2.000E+05
1.19984435E-02   7817.1 1.199E+03 5.151E+13 1.464E+00 4.917E+01 2.000E+05
1.41270028E-02   7872.0 1.412E+03 6.009E+13 1.670E+00 5.330E+01 2.000E+05
1.66081095E-02   7931.1 1.660E+03 7.032E+13 1.916E+00 5.825E+01 2.000E+05
1.94818750E-02   7995.6 1.947E+03 8.266E+13 2.214E+00 6.423E+01 2.000E+05
2.27843467E-02   8067.0 2.277E+03 9.766E+13 2.581E+00 7.156E+01 2.000E+05
2.65428397E-02   8147.2 2.653E+03 1.161E+14 3.041E+00 8.074E+01 2.000E+05
3.07675521E-02   8238.5 3.075E+03 1.392E+14 3.633E+00 9.240E+01 2.000E+05
3.54450924E-02   8343.6 3.542E+03 1.685E+14 4.411E+00 1.077E+02 2.000E+05
4.05377977E-02   8464.4 4.051E+03 2.058E+14 5.450E+00 1.279E+02 2.000E+05
4.59786153E-02   8604.6 4.594E+03 2.542E+14 6.874E+00 1.552E+02 2.000E+05
5.16637321E-02   8768.7 5.162E+03 3.179E+14 8.879E+00 1.930E+02 2.000E+05
5.74579979E-02   8961.5 5.740E+03 4.027E+14 1.177E+01 2.461E+02 2.000E+05
6.32173343E-02   9186.3 6.314E+03 5.156E+14 1.598E+01 3.221E+02 2.000E+05
6.88104716E-02   9449.7 6.872E+03 6.665E+14 2.216E+01 4.315E+02 2.000E+05
7.41446882E-02   9757.1 7.402E+03 8.659E+14 3.117E+01 5.875E+02 2.000E+05
7.91951377E-02  10114.6 7.904E+03 1.122E+15 4.379E+01 8.041E+02 2.000E+05
8.40391407E-02  10528.9 8.384E+03 1.434E+15 5.993E+01 1.075E+03 2.000E+05
8.88715569E-02  11005.4 8.861E+03 1.783E+15 7.811E+01 1.387E+03 2.000E+05
9.40581487E-02  11555.9 9.372E+03 2.129E+15 9.221E+01 1.627E+03 2.000E+05
1.00293196E-01  12182.8 9.985E+03 2.426E+15 9.638E+01 1.699E+03 2.000E+05
1.08778678E-01  12893.5 1.082E+04 2.672E+15 8.962E+01 1.582E+03 2.000E+05
1.21442023E-01  13686.4 1.207E+04 2.918E+15 7.695E+01 1.352E+03 2.000E+05
1.41424956E-01  14562.3 1.404E+04 3.254E+15 6.488E+01 1.133E+03 2.000E+05
1.72824303E-01  15523.2 1.715E+04 3.769E+15 5.566E+01 9.627E+02 2.000E+05
2.20390055E-01  16562.7 2.186E+04 4.544E+15 5.021E+01 8.620E+02 2.000E+05
2.89331752E-01  17699.6 2.870E+04 5.640E+15 4.708E+01 8.047E+02 2.000E+05
3.84602305E-01  18928.8 3.815E+04 7.094E+15 4.642E+01 7.900E+02 2.000E+05
5.12696943E-01  20267.3 5.086E+04 8.925E+15 4.627E+01 7.851E+02 2.000E+05
6.82964995E-01  21716.2 6.775E+04 1.117E+16 4.664E+01 7.895E+02 2.000E+05
9.07831189E-01  23287.0 9.006E+04 1.390E+16 4.718E+01 7.962E+02 2.000E+05
1.20179483E+00  24981.8 1.192E+05 1.719E+16 4.851E+01 8.153E+02 2.000E+05
1.58173362E+00  26815.3 1.569E+05 2.110E+16 5.022E+01 8.348E+02 2.000E+05
2.06854630E+00  28787.4 2.052E+05 2.572E+16 5.254E+01 8.154E+02 2.000E+05
PRADK 1.6288E+01
BEGIN                    ITERATION   6 COMPLETED
TEFF  10000.  GRAVITY 2.00000 LTE
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   1.25890 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
READ DECK6 64 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
7.56690757E-06   5519.5 5.053E-04 2.384E+08 2.596E-01 3.314E+01 2.000E+05
7.57137880E-06   5832.3 5.056E-04 2.783E+08 2.596E-01 2.811E+01 2.000E+05
9.15441506E-06   5861.9 6.200E-04 3.383E+08 2.584E-01 2.726E+01 2.000E+05
1.22250779E-05   5914.5 8.453E-04 4.556E+08 2.576E-01 2.595E+01 2.000E+05
1.63305089E-05   5967.4 1.152E-03 6.131E+08 2.568E-01 2.459E+01 2.000E+05
2.18182623E-05   6020.9 1.570E-03 8.247E+08 2.560E-01 2.326E+01 2.000E+05
2.91658170E-05   6074.1 2.138E-03 1.108E+09 2.550E-01 2.203E+01 2.000E+05
3.89985646E-05   6126.9 2.911E-03 1.488E+09 2.538E-01 2.092E+01 2.000E+05
5.21733068E-05   6179.8 3.960E-03 1.996E+09 2.525E-01 1.986E+01 2.000E+05
6.98250406E-05   6233.1 5.385E-03 2.674E+09 2.512E-01 1.873E+01 2.000E+05
9.34954764E-05   6287.3 7.322E-03 3.581E+09 2.499E-01 1.768E+01 2.000E+05
1.25205636E-04   6342.4 9.948E-03 4.791E+09 2.489E-01 1.673E+01 2.000E+05
1.67601884E-04   6399.3 1.349E-02 6.399E+09 2.487E-01 1.614E+01 2.000E+05
2.24126221E-04   6457.3 1.825E-02 8.521E+09 2.489E-01 1.568E+01 2.000E+05
2.99330162E-04   6516.5 2.460E-02 1.131E+10 2.498E-01 1.537E+01 2.000E+05
3.99110638E-04   6577.5 3.305E-02 1.497E+10 2.515E-01 1.518E+01 2.000E+05
5.31077864E-04   6641.2 4.427E-02 1.977E+10 2.540E-01 1.483E+01 2.000E+05
7.04980506E-04   6707.5 5.911E-02 2.604E+10 2.575E-01 1.451E+01 2.000E+05
9.33093608E-04   6776.9 7.864E-02 3.421E+10 2.625E-01 1.433E+01 2.000E+05
1.23064203E-03   6849.9 1.041E-01 4.479E+10 2.691E-01 1.424E+01 2.000E+05
1.61643429E-03   6927.3 1.373E-01 5.843E+10 2.776E-01 1.409E+01 2.000E+05
2.11376455E-03   7007.4 1.800E-01 7.593E+10 2.879E-01 1.399E+01 2.000E+05
2.75155607E-03   7089.6 2.349E-01 9.823E+10 3.000E-01 1.391E+01 2.000E+05
3.56634574E-03   7172.5 3.051E-01 1.265E+11 3.136E-01 1.371E+01 2.000E+05
4.60483068E-03   7253.5 3.948E-01 1.622E+11 3.284E-01 1.355E+01 2.000E+05
5.92526999E-03   7332.3 5.090E-01 2.070E+11 3.449E-01 1.353E+01 2.000E+05
7.59878816E-03   7409.5 6.536E-01 2.630E+11 3.636E-01 1.366E+01 2.000E+05
9.71131073E-03   7485.8 8.357E-01 3.327E+11 3.849E-01 1.394E+01 2.000E+05
1.23657298E-02   7562.0 1.064E+00 4.190E+11 4.094E-01 1.436E+01 2.000E+05
1.56856941E-02   7640.5 1.347E+00 5.256E+11 4.374E-01 1.470E+01 2.000E+05
1.98208104E-02   7718.1 1.699E+00 6.562E+11 4.693E-01 1.513E+01 2.000E+05
2.49494410E-02   7794.8 2.133E+00 8.155E+11 5.056E-01 1.574E+01 2.000E+05
3.12802620E-02   7871.9 2.664E+00 1.008E+12 5.476E-01 1.655E+01 2.000E+05
3.90557665E-02   7950.7 3.309E+00 1.241E+12 5.960E-01 1.756E+01 2.000E+05
4.85577889E-02   8033.5 4.087E+00 1.521E+12 6.519E-01 1.871E+01 2.000E+05
6.01100858E-02   8120.3 5.017E+00 1.854E+12 7.168E-01 2.014E+01 2.000E+05
7.40945969E-02   8215.7 6.123E+00 2.250E+12 7.910E-01 2.168E+01 2.000E+05
9.09531499E-02   8321.2 7.428E+00 2.719E+12 8.770E-01 2.351E+01 2.000E+05
1.11184201E-01   8442.2 8.954E+00 3.270E+12 9.764E-01 2.565E+01 2.000E+05
1.35389892E-01   8583.3 1.072E+01 3.911E+12 1.089E+00 2.798E+01 2.000E+05
1.64375754E-01   8748.6 1.278E+01 4.651E+12 1.210E+00 3.027E+01 2.000E+05
1.99332643E-01   8939.3 1.518E+01 5.501E+12 1.331E+00 3.216E+01 2.000E+05
2.41893038E-01   9159.4 1.803E+01 6.477E+12 1.451E+00 3.399E+01 2.000E+05
2.94292891E-01   9413.9 2.145E+01 7.599E+12 1.561E+00 3.541E+01 2.000E+05
3.59853979E-01   9704.0 2.566E+01 8.913E+12 1.650E+00 3.610E+01 2.000E+05
4.43097719E-01  10037.5 3.095E+01 1.048E+13 1.722E+00 3.663E+01 2.000E+05
5.50730626E-01  10412.2 3.780E+01 1.241E+13 1.758E+00 3.601E+01 2.000E+05
6.92024449E-01  10837.5 4.688E+01 1.484E+13 1.778E+00 3.549E+01 2.000E+05
8.79293047E-01  11323.0 5.902E+01 1.792E+13 1.780E+00 3.491E+01 2.000E+05
1.13065117E+00  11874.6 7.550E+01 2.191E+13 1.757E+00 3.397E+01 2.000E+05
1.47227791E+00  12500.4 9.825E+01 2.716E+13 1.715E+00 3.287E+01 2.000E+05
1.93649994E+00  13209.8 1.295E+02 3.406E+13 1.693E+00 3.244E+01 2.000E+05
2.56399651E+00  14008.3 1.721E+02 4.310E+13 1.670E+00 3.186E+01 2.000E+05
3.40455217E+00  14893.8 2.293E+02 5.471E+13 1.676E+00 3.193E+01 2.000E+05
4.53106575E+00  15872.7 3.063E+02 6.925E+13 1.653E+00 3.135E+01 2.000E+05
6.04315166E+00  16943.5 4.102E+02 8.729E+13 1.655E+00 3.135E+01 2.000E+05
8.06668341E+00  18112.7 5.494E+02 1.096E+14 1.642E+00 3.102E+01 2.000E+05
1.07753003E+01  19383.0 7.363E+02 1.374E+14 1.642E+00 3.101E+01 2.000E+05
1.44053738E+01  20763.0 9.875E+02 1.721E+14 1.626E+00 3.058E+01 2.000E+05
1.92907420E+01  22257.7 1.327E+03 2.158E+14 1.614E+00 3.030E+01 2.000E+05
2.58291057E+01  23872.1 1.784E+03 2.704E+14 1.615E+00 3.007E+01 2.000E+05
3.44766316E+01  25615.5 2.387E+03 3.373E+14 1.642E+00 3.043E+01 2.000E+05
4.56687995E+01  27499.0 3.161E+03 4.160E+14 1.714E+00 3.141E+01 2.000E+05
5.97338178E+01  29524.1 4.124E+03 5.059E+14 1.843E+00 3.158E+01 2.000E+05
PRADK 1.8175E+01
BEGIN                    ITERATION   6 COMPLETED
TEFF  10000.  GRAVITY 2.50000 LTE
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   1.25890 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
READ DECK6 64 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
8.20071431E-06   5571.3 2.303E-03 7.873E+08 2.139E-01 3.535E+01 2.000E+05
8.35222173E-06   5907.0 2.346E-03 1.130E+09 2.139E-01 2.949E+01 2.000E+05
1.10842394E-05   5954.4 3.132E-03 1.483E+09 2.119E-01 2.803E+01 2.000E+05
1.48181183E-05   6009.5 4.211E-03 1.966E+09 2.115E-01 2.658E+01 2.000E+05
1.98114443E-05   6064.7 5.661E-03 2.605E+09 2.109E-01 2.513E+01 2.000E+05
2.64867655E-05   6120.1 7.609E-03 3.449E+09 2.103E-01 2.376E+01 2.000E+05
3.54189425E-05   6175.3 1.023E-02 4.562E+09 2.096E-01 2.252E+01 2.000E+05
4.73609885E-05   6231.3 1.374E-02 6.030E+09 2.092E-01 2.142E+01 2.000E+05
6.33069422E-05   6287.9 1.845E-02 7.962E+09 2.091E-01 2.052E+01 2.000E+05
8.45609516E-05   6345.5 2.474E-02 1.050E+10 2.094E-01 1.976E+01 2.000E+05
1.12824743E-04   6404.2 3.313E-02 1.383E+10 2.102E-01 1.910E+01 2.000E+05
1.50331093E-04   6463.5 4.429E-02 1.817E+10 2.115E-01 1.842E+01 2.000E+05
2.00001786E-04   6523.2 5.910E-02 2.384E+10 2.132E-01 1.789E+01 2.000E+05
2.65639871E-04   6582.9 7.869E-02 3.118E+10 2.154E-01 1.750E+01 2.000E+05
3.52130026E-04   6644.0 1.045E-01 4.072E+10 2.184E-01 1.716E+01 2.000E+05
4.65616180E-04   6707.1 1.385E-01 5.307E+10 2.224E-01 1.681E+01 2.000E+05
6.13679066E-04   6772.8 1.829E-01 6.902E+10 2.281E-01 1.660E+01 2.000E+05
8.05440474E-04   6841.7 2.403E-01 8.955E+10 2.358E-01 1.649E+01 2.000E+05
1.05175812E-03   6914.1 3.142E-01 1.158E+11 2.458E-01 1.648E+01 2.000E+05
1.36553808E-03   6989.8 4.082E-01 1.493E+11 2.583E-01 1.639E+01 2.000E+05
1.76239189E-03   7067.0 5.272E-01 1.914E+11 2.731E-01 1.634E+01 2.000E+05
2.26177211E-03   7144.3 6.770E-01 2.440E+11 2.899E-01 1.617E+01 2.000E+05
2.88840617E-03   7219.4 8.651E-01 3.092E+11 3.084E-01 1.612E+01 2.000E+05
3.67314127E-03   7292.0 1.101E+00 3.896E+11 3.287E-01 1.619E+01 2.000E+05
4.65356210E-03   7362.5 1.395E+00 4.885E+11 3.513E-01 1.636E+01 2.000E+05
5.87485054E-03   7431.1 1.761E+00 6.095E+11 3.767E-01 1.669E+01 2.000E+05
7.39062587E-03   7498.4 2.214E+00 7.571E+11 4.055E-01 1.719E+01 2.000E+05
9.26394743E-03   7564.7 2.774E+00 9.365E+11 4.385E-01 1.790E+01 2.000E+05
1.15672771E-02   7632.9 3.460E+00 1.155E+12 4.769E-01 1.864E+01 2.000E+05
1.43846470E-02   7702.1 4.297E+00 1.419E+12 5.211E-01 1.943E+01 2.000E+05
1.78170177E-02   7770.0 5.314E+00 1.735E+12 5.713E-01 2.041E+01 2.000E+05
2.19828287E-02   7837.7 6.544E+00 2.113E+12 6.290E-01 2.163E+01 2.000E+05
2.70167427E-02   7905.9 8.024E+00 2.564E+12 6.957E-01 2.313E+01 2.000E+05
3.30696338E-02   7976.0 9.792E+00 3.100E+12 7.738E-01 2.501E+01 2.000E+05
4.03003464E-02   8052.0 1.189E+01 3.742E+12 8.667E-01 2.723E+01 2.000E+05
4.88753027E-02   8134.8 1.436E+01 4.506E+12 9.783E-01 2.992E+01 2.000E+05
5.89664776E-02   8229.1 1.723E+01 5.421E+12 1.113E+00 3.297E+01 2.000E+05
7.07494266E-02   8335.4 2.055E+01 6.508E+12 1.276E+00 3.664E+01 2.000E+05
8.43997047E-02   8457.8 2.433E+01 7.794E+12 1.474E+00 4.101E+01 2.000E+05
1.00108307E-01   8600.0 2.862E+01 9.304E+12 1.711E+00 4.610E+01 2.000E+05
1.18170813E-01   8766.8 3.345E+01 1.106E+13 1.982E+00 5.153E+01 2.000E+05
1.39070279E-01   8960.2 3.892E+01 1.306E+13 2.269E+00 5.656E+01 2.000E+05
1.63569209E-01   9181.9 4.522E+01 1.532E+13 2.564E+00 6.147E+01 2.000E+05
1.92782197E-01   9437.2 5.260E+01 1.786E+13 2.837E+00 6.538E+01 2.000E+05
2.28463684E-01   9728.6 6.151E+01 2.074E+13 3.059E+00 6.775E+01 2.000E+05
2.73087791E-01  10061.6 7.256E+01 2.407E+13 3.227E+00 6.912E+01 2.000E+05
3.30389557E-01  10438.1 8.674E+01 2.807E+13 3.307E+00 6.819E+01 2.000E+05
4.05523677E-01  10864.3 1.054E+02 3.304E+13 3.341E+00 6.712E+01 2.000E+05
5.05580048E-01  11352.5 1.304E+02 3.933E+13 3.318E+00 6.536E+01 2.000E+05
6.41252115E-01  11899.8 1.646E+02 4.752E+13 3.237E+00 6.276E+01 2.000E+05
8.27899064E-01  12528.6 2.122E+02 5.834E+13 3.119E+00 6.008E+01 2.000E+05
1.08591098E+00  13233.7 2.786E+02 7.278E+13 3.017E+00 5.808E+01 2.000E+05
1.44256192E+00  14035.3 3.711E+02 9.205E+13 2.905E+00 5.573E+01 2.000E+05
1.92845963E+00  14918.4 4.978E+02 1.175E+14 2.884E+00 5.519E+01 2.000E+05
2.58474751E+00  15901.0 6.695E+02 1.500E+14 2.832E+00 5.385E+01 2.000E+05
3.47102439E+00  16965.2 9.023E+02 1.911E+14 2.812E+00 5.328E+01 2.000E+05
4.66622990E+00  18133.5 1.217E+03 2.421E+14 2.769E+00 5.236E+01 2.000E+05
6.27351786E+00  19399.1 1.641E+03 3.057E+14 2.766E+00 5.225E+01 2.000E+05
8.42868180E+00  20776.9 2.211E+03 3.848E+14 2.738E+00 5.146E+01 2.000E+05
1.13162742E+01  22265.3 2.975E+03 4.834E+14 2.740E+00 5.160E+01 2.000E+05
1.51740598E+01  23879.0 3.998E+03 6.057E+14 2.728E+00 5.080E+01 2.000E+05
2.02915869E+01  25617.0 5.355E+03 7.562E+14 2.775E+00 5.149E+01 2.000E+05
2.69340721E+01  27501.3 7.109E+03 9.353E+14 2.879E+00 5.277E+01 2.000E+05
3.53530143E+01  29524.2 9.329E+03 1.143E+15 3.063E+00 5.237E+01 2.000E+05
PRADK 1.8124E+01
BEGIN                    ITERATION   6 COMPLETED
TEFF  10000.  GRAVITY 3.00000 LTE
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   1.25890 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
