
EFF   3500.  GRAVITY 0.00000 LTE 
ITLE SDSC GRID  [+0.0]   VTURB 1.0 KM/S    L/H 1.25                            
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
1.89186028E-02   2154.9 1.889E-02 3.849E+05 7.049E-06 1.614E-03 1.000E+05 0.000E+00 0.000E+00
2.51369807E-02   2177.7 2.510E-02 5.124E+05 7.256E-06 1.489E-03 1.000E+05 0.000E+00 0.000E+00
3.32024555E-02   2199.1 3.315E-02 6.768E+05 7.451E-06 1.356E-03 1.000E+05 0.000E+00 0.000E+00
4.37037580E-02   2218.2 4.364E-02 8.875E+05 7.612E-06 1.218E-03 1.000E+05 0.000E+00 0.000E+00
5.73846311E-02   2238.7 5.730E-02 1.164E+06 7.804E-06 1.103E-03 1.000E+05 0.000E+00 0.000E+00
7.51458040E-02   2260.8 7.505E-02 1.525E+06 8.030E-06 1.007E-03 1.000E+05 0.000E+00 0.000E+00
9.81127577E-02   2284.1 9.799E-02 1.998E+06 8.295E-06 9.239E-04 1.000E+05 0.000E+00 0.000E+00
1.27836131E-01   2304.4 1.277E-01 2.598E+06 8.525E-06 8.364E-04 1.000E+05 0.000E+00 0.000E+00
1.66397638E-01   2324.5 1.662E-01 3.374E+06 8.768E-06 7.624E-04 1.000E+05 0.000E+00 0.000E+00
2.16310542E-01   2345.6 2.161E-01 4.383E+06 9.048E-06 7.020E-04 1.000E+05 0.000E+00 0.000E+00
2.80676292E-01   2367.8 2.804E-01 5.694E+06 9.374E-06 6.507E-04 1.000E+05 0.000E+00 0.000E+00
3.63418342E-01   2390.2 3.631E-01 7.384E+06 9.734E-06 6.023E-04 1.000E+05 0.000E+00 0.000E+00
4.69619252E-01   2411.5 4.692E-01 9.540E+06 1.012E-05 5.533E-04 1.000E+05 0.000E+00 0.000E+00
6.05682608E-01   2432.8 6.052E-01 1.230E+07 1.055E-05 5.086E-04 1.000E+05 0.000E+00 0.000E+00
7.79387897E-01   2454.9 7.789E-01 1.585E+07 1.104E-05 4.702E-04 1.000E+05 0.000E+00 0.000E+00
1.00015236E+00   2477.7 9.995E-01 2.040E+07 1.161E-05 4.366E-04 1.000E+05 0.000E+00 0.000E+00
1.27975771E+00   2499.7 1.279E+00 2.614E+07 1.224E-05 4.037E-04 1.000E+05 0.000E+00 0.000E+00
1.63233631E+00   2522.0 1.631E+00 3.343E+07 1.298E-05 3.746E-04 1.000E+05 0.000E+00 0.000E+00
2.07471361E+00   2543.8 2.074E+00 4.256E+07 1.382E-05 3.481E-04 1.000E+05 0.000E+00 0.000E+00
2.62734429E+00   2565.8 2.626E+00 5.404E+07 1.479E-05 3.254E-04 1.000E+05 0.000E+00 0.000E+00
3.31458306E+00   2587.6 3.313E+00 6.836E+07 1.589E-05 3.052E-04 1.000E+05 0.000E+00 0.000E+00
4.16555791E+00   2608.9 4.164E+00 8.606E+07 1.715E-05 2.869E-04 1.000E+05 0.000E+00 0.000E+00
5.21367904E+00   2630.5 5.212E+00 1.081E+08 1.862E-05 2.722E-04 1.000E+05 0.000E+00 0.000E+00
6.49708286E+00   2651.4 6.495E+00 1.349E+08 2.034E-05 2.594E-04 1.000E+05 0.000E+00 0.000E+00
8.06101636E+00   2672.1 8.058E+00 1.677E+08 2.230E-05 2.484E-04 1.000E+05 0.000E+00 0.000E+00
9.95861463E+00   2692.8 9.955E+00 2.077E+08 2.456E-05 2.387E-04 1.000E+05 0.000E+00 0.000E+00
1.22514984E+01   2712.7 1.225E+01 2.559E+08 2.716E-05 2.293E-04 1.000E+05 0.000E+00 0.000E+00
1.50093303E+01   2732.9 1.500E+01 3.142E+08 3.018E-05 2.223E-04 1.000E+05 0.000E+00 0.000E+00
1.83099416E+01   2753.5 1.830E+01 3.848E+08 3.372E-05 2.168E-04 1.000E+05 0.000E+00 0.000E+00
2.22385514E+01   2773.8 2.223E+01 4.691E+08 3.788E-05 2.129E-04 1.000E+05 0.000E+00 0.000E+00
2.68915567E+01   2794.4 2.688E+01 5.701E+08 4.273E-05 2.087E-04 1.000E+05 0.000E+00 0.000E+00
3.23799982E+01   2815.4 3.237E+01 6.911E+08 4.840E-05 2.038E-04 1.000E+05 0.000E+00 0.000E+00
3.88294935E+01   2836.3 3.882E+01 8.343E+08 5.502E-05 1.989E-04 1.000E+05 0.000E+00 0.000E+00
4.63802188E+01   2857.6 4.637E+01 1.005E+09 6.278E-05 1.952E-04 1.000E+05 0.000E+00 0.000E+00
5.51903014E+01   2879.5 5.518E+01 1.209E+09 7.187E-05 1.926E-04 1.000E+05 0.000E+00 0.000E+00
6.54310453E+01   2901.5 6.542E+01 1.450E+09 8.263E-05 1.922E-04 1.000E+05 0.000E+00 0.000E+00
7.72887896E+01   2924.1 7.727E+01 1.736E+09 9.530E-05 1.922E-04 1.000E+05 0.000E+00 0.000E+00
9.09817152E+01   2947.3 9.096E+01 2.076E+09 1.102E-04 1.925E-04 1.000E+05 0.000E+00 0.000E+00
1.06758326E+02   2970.8 1.067E+02 2.479E+09 1.277E-04 1.936E-04 1.000E+05 0.000E+00 0.000E+00
1.24891152E+02   2995.0 1.249E+02 2.957E+09 1.483E-04 1.963E-04 1.000E+05 0.000E+00 0.000E+00
1.45679513E+02   3020.2 1.456E+02 3.528E+09 1.728E-04 2.012E-04 1.000E+05 0.000E+00 0.000E+00
1.69388786E+02   3047.3 1.694E+02 4.222E+09 2.028E-04 2.111E-04 1.000E+05 0.000E+00 0.000E+00
1.96267258E+02   3076.4 1.962E+02 5.064E+09 2.390E-04 2.222E-04 1.000E+05 0.000E+00 0.000E+00
2.26601266E+02   3107.7 2.266E+02 6.097E+09 2.831E-04 2.351E-04 1.000E+05 0.000E+00 0.000E+00
2.60658752E+02   3141.6 2.606E+02 7.375E+09 3.372E-04 2.510E-04 1.000E+05 0.000E+00 0.000E+00
2.98596491E+02   3179.5 2.985E+02 8.995E+09 4.060E-04 2.734E-04 1.000E+05 0.000E+00 0.000E+00
3.40317992E+02   3222.7 3.402E+02 1.110E+10 4.958E-04 3.045E-04 1.000E+05 0.000E+00 0.000E+00
3.85586613E+02   3271.6 3.855E+02 1.386E+10 6.132E-04 3.438E-04 1.000E+05 0.000E+00 0.000E+00
4.34017677E+02   3327.7 4.339E+02 1.756E+10 7.707E-04 3.967E-04 1.000E+05 0.000E+00 0.000E+00
4.84864087E+02   3392.7 4.847E+02 2.264E+10 9.885E-04 4.709E-04 1.000E+05 3.682E-14 0.000E+00
5.37450286E+02   3466.1 5.373E+02 2.951E+10 1.281E-03 5.639E-04 1.000E+05 1.172E-12 0.000E+00
5.91206500E+02   3550.1 5.910E+02 3.891E+10 1.680E-03 6.882E-04 1.000E+05 6.266E-12 0.000E+00
6.45793939E+02   3644.7 6.456E+02 5.141E+10 2.205E-03 8.417E-04 1.000E+05 1.274E-11 0.000E+00
7.01405378E+02   3751.6 7.011E+02 6.760E+10 2.872E-03 1.026E-03 1.000E+05 1.781E-11 0.000E+00
7.58857652E+02   3871.8 7.585E+02 8.752E+10 3.662E-03 1.229E-03 1.000E+05 2.161E-11 7.825E+01
8.19962668E+02   4007.2 8.195E+02 1.106E+11 4.524E-03 1.436E-03 1.000E+05 3.271E-11 1.786E+02
8.87397999E+02   4159.7 8.869E+02 1.355E+11 5.337E-03 1.617E-03 1.000E+05 2.777E-10 2.591E+02
9.65808725E+02   4332.0 9.651E+02 1.611E+11 5.960E-03 1.737E-03 1.000E+05 1.185E-08 2.680E+02
1.06178933E+03   4527.2 1.061E+03 1.879E+11 6.398E-03 1.812E-03 1.000E+05 2.564E-06 2.350E+02
1.17988554E+03   4749.4 1.179E+03 2.269E+11 7.025E-03 1.917E-03 1.000E+05 1.221E-02 2.418E+02
1.31520770E+03   4988.6 1.314E+03 3.155E+11 8.841E-03 2.286E-03 1.000E+05 6.666E-02 5.559E+02
1.44606784E+03   5245.6 1.444E+03 5.288E+11 1.335E-02 3.360E-03 1.000E+05 8.987E-02 2.407E+03
1.55172377E+03   5545.1 1.550E+03 1.053E+12 2.369E-02 5.753E-03 1.000E+05 1.230E-01 9.264E+03
1.62904757E+03   5856.4 1.626E+03 2.154E+12 4.395E-02 1.022E-02 1.000E+05 1.672E-01 3.172E+04
1.68253306E+03   6207.9 1.679E+03 4.578E+12 8.695E-02 1.896E-02 1.000E+05 2.236E-01 7.297E+04
1.71924300E+03   6554.5 1.715E+03 8.992E+12 1.666E-01 3.281E-02 1.000E+05 2.964E-01 1.102E+05
1.74434471E+03   6922.1 1.739E+03 1.715E+13 3.259E-01 5.377E-02 1.000E+05 3.933E-01 2.808E+05
1.76236259E+03   7233.9 1.756E+03 2.814E+13 5.690E-01 6.233E-02 1.000E+05 6.165E-01 4.198E+05
1.77734980E+03   7455.0 1.770E+03 3.896E+13 8.403E-01 5.438E-02 1.000E+05 7.782E-01 4.402E+05
1.79179713E+03   7613.6 1.784E+03 4.866E+13 1.109E+00 4.638E-02 1.000E+05 8.539E-01 4.395E+05
1.80661047E+03   7758.9 1.798E+03 5.909E+13 1.424E+00 4.122E-02 1.000E+05 8.963E-01 4.324E+05
1.82236958E+03   7878.9 1.813E+03 6.902E+13 1.748E+00 4.022E-02 1.000E+05 9.192E-01 4.336E+05
RADK 1.9894E-01
EGIN                    ITERATION  15 COMPLETED
EFF   3500.  GRAVITY 0.50000 LTE 
ITLE SDSC GRID  [+0.0]   VTURB 1.0 KM/S    L/H 1.25                            
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
1.79191458E-02   2208.0 5.663E-02 1.094E+06 7.442E-06 1.873E-03 1.000E+05 0.000E+00 0.000E+00
2.38134293E-02   2229.4 7.526E-02 1.451E+06 7.649E-06 1.715E-03 1.000E+05 0.000E+00 0.000E+00
3.14469842E-02   2251.9 9.939E-02 1.917E+06 7.890E-06 1.575E-03 1.000E+05 0.000E+00 0.000E+00
4.13233547E-02   2273.2 1.306E-01 2.516E+06 8.126E-06 1.439E-03 1.000E+05 0.000E+00 0.000E+00
5.40807190E-02   2295.5 1.709E-01 3.295E+06 8.401E-06 1.319E-03 1.000E+05 0.000E+00 0.000E+00
7.05570074E-02   2316.2 2.230E-01 4.288E+06 8.665E-06 1.199E-03 1.000E+05 0.000E+00 0.000E+00
9.18208144E-02   2337.7 2.902E-01 5.576E+06 8.968E-06 1.100E-03 1.000E+05 0.000E+00 0.000E+00
1.19207290E-01   2358.7 3.768E-01 7.226E+06 9.289E-06 1.013E-03 1.000E+05 0.000E+00 0.000E+00
1.54408927E-01   2379.9 4.881E-01 9.347E+06 9.654E-06 9.410E-04 1.000E+05 0.000E+00 0.000E+00
1.99456212E-01   2402.0 6.305E-01 1.207E+07 1.008E-05 8.819E-04 1.000E+05 0.000E+00 0.000E+00
2.56971361E-01   2422.4 8.123E-01 1.551E+07 1.053E-05 8.217E-04 1.000E+05 0.000E+00 0.000E+00
3.30267095E-01   2443.2 1.044E+00 1.990E+07 1.104E-05 7.690E-04 1.000E+05 0.000E+00 0.000E+00
4.23406347E-01   2463.2 1.339E+00 2.542E+07 1.160E-05 7.178E-04 1.000E+05 0.000E+00 0.000E+00
5.41235254E-01   2484.2 1.711E+00 3.245E+07 1.227E-05 6.761E-04 1.000E+05 0.000E+00 0.000E+00
6.89321148E-01   2506.1 2.179E+00 4.134E+07 1.305E-05 6.415E-04 1.000E+05 0.000E+00 0.000E+00
8.74460663E-01   2527.1 2.765E+00 5.240E+07 1.395E-05 6.065E-04 1.000E+05 0.000E+00 0.000E+00
1.10514567E+00   2547.2 3.494E+00 6.606E+07 1.495E-05 5.713E-04 1.000E+05 0.000E+00 0.000E+00
1.39152523E+00   2566.8 4.399E+00 8.293E+07 1.610E-05 5.390E-04 1.000E+05 0.000E+00 0.000E+00
1.74517277E+00   2586.8 5.518E+00 1.038E+08 1.743E-05 5.133E-04 1.000E+05 0.000E+00 0.000E+00
2.17933504E+00   2607.2 6.890E+00 1.295E+08 1.899E-05 4.933E-04 1.000E+05 0.000E+00 0.000E+00
2.70930354E+00   2627.9 8.566E+00 1.611E+08 2.080E-05 4.778E-04 1.000E+05 0.000E+00 0.000E+00
3.35304594E+00   2647.4 1.060E+01 1.991E+08 2.288E-05 4.586E-04 1.000E+05 0.000E+00 0.000E+00
4.13190095E+00   2666.0 1.306E+01 2.446E+08 2.527E-05 4.381E-04 1.000E+05 0.000E+00 0.000E+00
5.07008189E+00   2684.8 1.603E+01 2.995E+08 2.804E-05 4.220E-04 1.000E+05 0.000E+00 0.000E+00
6.19497186E+00   2703.8 1.959E+01 3.656E+08 3.125E-05 4.097E-04 1.000E+05 0.000E+00 0.000E+00
7.53798609E+00   2723.0 2.383E+01 4.447E+08 3.497E-05 4.007E-04 1.000E+05 0.000E+00 0.000E+00
9.13471342E+00   2742.6 2.888E+01 5.395E+08 3.931E-05 3.940E-04 1.000E+05 0.000E+00 0.000E+00
1.10248348E+01   2761.9 3.486E+01 6.517E+08 4.437E-05 3.851E-04 1.000E+05 0.000E+00 0.000E+00
1.32526506E+01   2780.7 4.190E+01 7.836E+08 5.030E-05 3.737E-04 1.000E+05 0.000E+00 0.000E+00
1.58686928E+01   2800.0 5.017E+01 9.401E+08 5.722E-05 3.638E-04 1.000E+05 0.000E+00 0.000E+00
1.89311288E+01   2819.7 5.986E+01 1.125E+09 6.527E-05 3.555E-04 1.000E+05 0.000E+00 0.000E+00
2.25061239E+01   2839.9 7.116E+01 1.344E+09 7.465E-05 3.487E-04 1.000E+05 0.000E+00 0.000E+00
2.66689569E+01   2860.5 8.432E+01 1.602E+09 8.559E-05 3.437E-04 1.000E+05 0.000E+00 0.000E+00
3.15037977E+01   2882.0 9.961E+01 1.909E+09 9.842E-05 3.393E-04 1.000E+05 0.000E+00 0.000E+00
3.71020403E+01   2902.6 1.173E+02 2.264E+09 1.135E-04 3.335E-04 1.000E+05 0.000E+00 0.000E+00
4.35667200E+01   2924.0 1.378E+02 2.683E+09 1.312E-04 3.291E-04 1.000E+05 0.000E+00 0.000E+00
5.10178230E+01   2945.9 1.613E+02 3.176E+09 1.519E-04 3.267E-04 1.000E+05 0.000E+00 0.000E+00
5.95933676E+01   2968.5 1.884E+02 3.757E+09 1.762E-04 3.266E-04 1.000E+05 0.000E+00 0.000E+00
6.94475423E+01   2991.9 2.196E+02 4.444E+09 2.046E-04 3.288E-04 1.000E+05 0.000E+00 0.000E+00
8.07521535E+01   3016.1 2.553E+02 5.258E+09 2.381E-04 3.337E-04 1.000E+05 0.000E+00 0.000E+00
9.36767060E+01   3041.6 2.962E+02 6.229E+09 2.784E-04 3.433E-04 1.000E+05 0.000E+00 0.000E+00
1.08395470E+02   3068.4 3.427E+02 7.387E+09 3.264E-04 3.547E-04 1.000E+05 0.000E+00 0.000E+00
1.25104095E+02   3096.9 3.956E+02 8.781E+09 3.841E-04 3.690E-04 1.000E+05 0.000E+00 0.000E+00
1.43994483E+02   3127.8 4.553E+02 1.048E+10 4.541E-04 3.873E-04 1.000E+05 0.000E+00 0.000E+00
1.65259653E+02   3161.1 5.225E+02 1.256E+10 5.393E-04 4.111E-04 1.000E+05 0.000E+00 0.000E+00
1.88989638E+02   3199.1 5.976E+02 1.521E+10 6.486E-04 4.467E-04 1.000E+05 0.000E+00 0.000E+00
2.15189474E+02   3241.2 6.804E+02 1.857E+10 7.865E-04 4.896E-04 1.000E+05 0.000E+00 0.000E+00
2.43860597E+02   3288.5 7.711E+02 2.292E+10 9.637E-04 5.438E-04 1.000E+05 0.000E+00 0.000E+00
2.74776674E+02   3343.5 8.688E+02 2.879E+10 1.203E-03 6.215E-04 1.000E+05 1.483E-16 0.000E+00
3.07505553E+02   3406.4 9.723E+02 3.674E+10 1.529E-03 7.266E-04 1.000E+05 1.366E-12 0.000E+00
3.41591126E+02   3478.4 1.080E+03 4.766E+10 1.973E-03 8.658E-04 1.000E+05 4.179E-11 0.000E+00
3.76493899E+02   3560.9 1.190E+03 6.278E+10 2.589E-03 1.057E-03 1.000E+05 3.374E-10 0.000E+00
4.11837124E+02   3654.0 1.302E+03 8.339E+10 3.417E-03 1.300E-03 1.000E+05 8.640E-10 0.000E+00
4.47520519E+02   3759.6 1.415E+03 1.110E+11 4.508E-03 1.606E-03 1.000E+05 1.377E-09 1.527E+01
4.83791029E+02   3878.5 1.530E+03 1.467E+11 5.867E-03 1.965E-03 1.000E+05 1.817E-09 2.160E+02
5.21361253E+02   4013.3 1.648E+03 1.903E+11 7.447E-03 2.358E-03 1.000E+05 2.250E-09 4.666E+02
5.61715826E+02   4162.5 1.776E+03 2.393E+11 9.058E-03 2.746E-03 1.000E+05 6.510E-09 7.797E+02
6.07070884E+02   4337.8 1.919E+03 2.928E+11 1.048E-02 3.051E-03 1.000E+05 1.347E-07 9.259E+02
6.60916358E+02   4527.5 2.089E+03 3.459E+11 1.149E-02 3.260E-03 1.000E+05 8.435E-06 9.157E+02
7.27140246E+02   4754.8 2.298E+03 4.110E+11 1.240E-02 3.398E-03 1.000E+05 1.371E-03 8.533E+02
8.06305808E+02   4993.8 2.548E+03 5.331E+11 1.453E-02 3.716E-03 1.000E+05 7.767E-02 9.776E+02
8.89666098E+02   5242.9 2.812E+03 8.164E+11 2.008E-02 4.990E-03 1.000E+05 1.015E-01 3.322E+03
9.62174783E+02   5542.7 3.041E+03 1.544E+12 3.366E-02 8.066E-03 1.000E+05 1.353E-01 1.199E+04
1.01795841E+03   5846.8 3.216E+03 3.042E+12 5.972E-02 1.365E-02 1.000E+05 1.806E-01 3.834E+04
1.05789332E+03   6196.9 3.342E+03 6.396E+12 1.150E-01 2.472E-02 1.000E+05 2.366E-01 7.809E+04
1.08611881E+03   6537.5 3.430E+03 1.243E+13 2.135E-01 4.121E-02 1.000E+05 3.099E-01 1.245E+05
1.10601285E+03   6902.2 3.492E+03 2.367E+13 4.050E-01 6.504E-02 1.000E+05 4.075E-01 2.686E+05
1.12079767E+03   7205.2 3.538E+03 3.855E+13 6.807E-01 7.166E-02 1.000E+05 6.359E-01 3.566E+05
1.13355084E+03   7420.3 3.577E+03 5.322E+13 9.792E-01 6.318E-02 1.000E+05 7.763E-01 3.672E+05
1.14594247E+03   7587.5 3.616E+03 6.761E+13 1.296E+00 5.594E-02 1.000E+05 8.500E-01 3.676E+05
1.15863352E+03   7737.3 3.655E+03 8.300E+13 1.662E+00 4.976E-02 1.000E+05 8.924E-01 3.587E+05
1.17211182E+03   7864.0 3.697E+03 9.822E+13 2.048E+00 4.947E-02 1.000E+05 9.154E-01 3.601E+05
RADK 1.9877E-01
EGIN                    ITERATION  15 COMPLETED
EFF   3500.  GRAVITY 1.00000 LTE 
ITLE SDSC GRID  [+0.0]   VTURB 1.0 KM/S    L/H 1.25                            
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
1.68732013E-02   2259.1 1.687E-01 3.054E+06 7.903E-06 2.202E-03 1.000E+05 0.000E+00 0.000E+00
2.23863139E-02   2283.9 2.238E-01 4.065E+06 8.231E-06 2.048E-03 1.000E+05 0.000E+00 0.000E+00
2.94585049E-02   2306.1 2.945E-01 5.344E+06 8.541E-06 1.886E-03 1.000E+05 0.000E+00 0.000E+00
3.85629660E-02   2326.1 3.856E-01 6.964E+06 8.833E-06 1.719E-03 1.000E+05 0.000E+00 0.000E+00
5.02763199E-02   2346.8 5.027E-01 9.050E+06 9.171E-06 1.578E-03 1.000E+05 0.000E+00 0.000E+00
6.52758035E-02   2368.7 6.526E-01 1.174E+07 9.578E-06 1.466E-03 1.000E+05 0.000E+00 0.000E+00
8.43671021E-02   2391.6 8.435E-01 1.519E+07 1.006E-05 1.378E-03 1.000E+05 0.000E+00 0.000E+00
1.08607800E-01   2412.2 1.086E+00 1.949E+07 1.056E-05 1.286E-03 1.000E+05 0.000E+00 0.000E+00
1.39438459E-01   2430.8 1.394E+00 2.487E+07 1.107E-05 1.199E-03 1.000E+05 0.000E+00 0.000E+00
1.78528527E-01   2450.1 1.785E+00 3.167E+07 1.168E-05 1.133E-03 1.000E+05 0.000E+00 0.000E+00
2.27791679E-01   2470.0 2.278E+00 4.026E+07 1.239E-05 1.084E-03 1.000E+05 0.000E+00 0.000E+00
2.89486829E-01   2490.6 2.894E+00 5.103E+07 1.324E-05 1.046E-03 1.000E+05 0.000E+00 0.000E+00
3.66341161E-01   2510.6 3.663E+00 6.437E+07 1.419E-05 1.008E-03 1.000E+05 0.000E+00 0.000E+00
4.61841771E-01   2528.3 4.618E+00 8.059E+07 1.525E-05 9.600E-04 1.000E+05 0.000E+00 0.000E+00
5.80048453E-01   2546.4 5.800E+00 1.006E+08 1.647E-05 9.212E-04 1.000E+05 0.000E+00 0.000E+00
7.25500521E-01   2564.9 7.254E+00 1.252E+08 1.790E-05 8.919E-04 1.000E+05 0.000E+00 0.000E+00
9.03460458E-01   2583.7 9.034E+00 1.552E+08 1.956E-05 8.702E-04 1.000E+05 0.000E+00 0.000E+00
1.12016674E+00   2601.9 1.120E+01 1.915E+08 2.147E-05 8.481E-04 1.000E+05 0.000E+00 0.000E+00
1.38283505E+00   2619.9 1.383E+01 2.353E+08 2.368E-05 8.265E-04 1.000E+05 0.000E+00 0.000E+00
1.69950538E+00   2637.9 1.699E+01 2.880E+08 2.626E-05 8.058E-04 1.000E+05 0.000E+00 0.000E+00
