6.39712276E-05   6498.1 6.395E+00 4.520E+11 5.615E-02 2.055E+01 2.000E+05
8.18525976E-05   6552.7 8.183E+00 5.674E+11 6.168E-02 2.001E+01 2.000E+05
1.03547463E-04   6603.9 1.035E+01 7.027E+11 6.776E-02 1.965E+01 2.000E+05
1.29911307E-04   6653.5 1.299E+01 8.630E+11 7.464E-02 1.941E+01 2.000E+05
1.61740910E-04   6701.9 1.617E+01 1.052E+12 8.249E-02 1.926E+01 2.000E+05
2.00075881E-04   6749.7 2.000E+01 1.275E+12 9.148E-02 1.918E+01 2.000E+05
2.46074530E-04   6797.1 2.460E+01 1.538E+12 1.018E-01 1.917E+01 2.000E+05
3.01078591E-04   6844.5 3.010E+01 1.849E+12 1.137E-01 1.923E+01 2.000E+05
3.66643570E-04   6891.7 3.665E+01 2.213E+12 1.274E-01 1.935E+01 2.000E+05
4.44577849E-04   6939.1 4.445E+01 2.642E+12 1.431E-01 1.952E+01 2.000E+05
5.36989028E-04   6986.4 5.369E+01 3.143E+12 1.611E-01 1.973E+01 2.000E+05
6.46427653E-04   7033.3 6.463E+01 3.726E+12 1.815E-01 1.998E+01 2.000E+05
7.76016117E-04   7079.3 7.758E+01 4.401E+12 2.043E-01 2.026E+01 2.000E+05
9.29575430E-04   7124.0 9.294E+01 5.179E+12 2.298E-01 2.061E+01 2.000E+05
1.11180666E-03   7167.5 1.112E+02 6.072E+12 2.580E-01 2.107E+01 2.000E+05
1.32841815E-03   7209.8 1.328E+02 7.098E+12 2.892E-01 2.164E+01 2.000E+05
1.58619332E-03   7251.3 1.586E+02 8.279E+12 3.240E-01 2.233E+01 2.000E+05
1.89306212E-03   7292.6 1.893E+02 9.644E+12 3.630E-01 2.313E+01 2.000E+05
2.25816931E-03   7334.0 2.258E+02 1.123E+13 4.071E-01 2.405E+01 2.000E+05
2.69202769E-03   7376.0 2.691E+02 1.306E+13 4.571E-01 2.508E+01 2.000E+05
3.20699276E-03   7418.5 3.206E+02 1.520E+13 5.139E-01 2.624E+01 2.000E+05
3.81667962E-03   7463.0 3.816E+02 1.771E+13 5.798E-01 2.757E+01 2.000E+05
4.53725064E-03   7507.6 4.536E+02 2.061E+13 6.541E-01 2.901E+01 2.000E+05
5.38905135E-03   7552.4 5.388E+02 2.396E+13 7.378E-01 3.059E+01 2.000E+05
6.39638785E-03   7597.2 6.395E+02 2.783E+13 8.317E-01 3.234E+01 2.000E+05
7.58784363E-03   7642.2 7.586E+02 3.230E+13 9.378E-01 3.430E+01 2.000E+05
8.99721771E-03   7687.4 8.995E+02 3.747E+13 1.057E+00 3.654E+01 2.000E+05
1.06634559E-02   7733.8 1.066E+03 4.348E+13 1.194E+00 3.915E+01 2.000E+05
1.26281507E-02   7782.7 1.262E+03 5.057E+13 1.352E+00 4.227E+01 2.000E+05
1.49371159E-02   7834.1 1.493E+03 5.891E+13 1.537E+00 4.593E+01 2.000E+05
1.76386740E-02   7889.9 1.763E+03 6.888E+13 1.757E+00 5.031E+01 2.000E+05
2.07783799E-02   7951.3 2.077E+03 8.091E+13 2.024E+00 5.562E+01 2.000E+05
2.43961258E-02   8020.0 2.439E+03 9.559E+13 2.353E+00 6.217E+01 2.000E+05
2.85226654E-02   8097.5 2.851E+03 1.137E+14 2.767E+00 7.037E+01 2.000E+05
3.31677079E-02   8187.2 3.315E+03 1.365E+14 3.304E+00 8.092E+01 2.000E+05
3.83096752E-02   8291.5 3.829E+03 1.655E+14 4.014E+00 9.477E+01 2.000E+05
4.39028287E-02   8411.5 4.388E+03 2.027E+14 4.966E+00 1.132E+02 2.000E+05
4.98688274E-02   8551.4 4.983E+03 2.511E+14 6.277E+00 1.383E+02 2.000E+05
5.60863583E-02   8715.4 5.604E+03 3.152E+14 8.133E+00 1.734E+02 2.000E+05
6.23951924E-02   8910.1 6.234E+03 4.016E+14 1.084E+01 2.232E+02 2.000E+05
6.86268673E-02   9137.1 6.855E+03 5.174E+14 1.482E+01 2.953E+02 2.000E+05
7.46315738E-02   9403.5 7.454E+03 6.736E+14 2.075E+01 4.008E+02 2.000E+05
8.03036271E-02   9714.7 8.018E+03 8.820E+14 2.947E+01 5.526E+02 2.000E+05
8.56118516E-02  10076.8 8.546E+03 1.152E+15 4.195E+01 7.689E+02 2.000E+05
9.06350547E-02  10496.5 9.043E+03 1.487E+15 5.820E+01 1.044E+03 2.000E+05
9.55712397E-02  10978.4 9.531E+03 1.864E+15 7.693E+01 1.368E+03 2.000E+05
1.00801948E-01  11534.2 1.005E+04 2.242E+15 9.202E+01 1.627E+03 2.000E+05
1.07029723E-01  12165.4 1.066E+04 2.565E+15 9.670E+01 1.707E+03 2.000E+05
1.15490364E-01  12881.3 1.149E+04 2.825E+15 8.978E+01 1.588E+03 2.000E+05
1.28181042E-01  13678.6 1.274E+04 3.075E+15 7.643E+01 1.345E+03 2.000E+05
1.48411849E-01  14557.6 1.474E+04 3.413E+15 6.376E+01 1.114E+03 2.000E+05
1.80504483E-01  15518.6 1.792E+04 3.936E+15 5.426E+01 9.386E+02 2.000E+05
2.29485042E-01  16560.3 2.277E+04 4.730E+15 4.861E+01 8.347E+02 2.000E+05
3.00762706E-01  17695.7 2.984E+04 5.861E+15 4.551E+01 7.778E+02 2.000E+05
3.99391889E-01  18925.2 3.963E+04 7.364E+15 4.482E+01 7.627E+02 2.000E+05
5.32043545E-01  20264.3 5.279E+04 9.260E+15 4.468E+01 7.581E+02 2.000E+05
7.08434941E-01  21713.0 7.030E+04 1.159E+16 4.501E+01 7.617E+02 2.000E+05
9.41428013E-01  23284.3 9.342E+04 1.442E+16 4.555E+01 7.684E+02 2.000E+05
1.24597683E+00  24978.8 1.236E+05 1.782E+16 4.682E+01 7.863E+02 2.000E+05
1.63949626E+00  26812.8 1.627E+05 2.187E+16 4.850E+01 8.061E+02 2.000E+05
2.14341738E+00  28785.1 2.127E+05 2.665E+16 5.077E+01 7.874E+02 2.000E+05
PRADK 1.6248E+01
BEGIN                    ITERATION   6 COMPLETED
TEFF  10000.  GRAVITY 2.00000 LTE
TITLE SDSC GRID  [-0.2]   VTURB 2.0 KM/S
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   0.63100 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
READ DECK6 64 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
6.88032889E-06   5689.3 5.171E-04 2.724E+08 2.691E-01 2.486E+01 2.000E+05
6.88614455E-06   5902.1 5.175E-04 2.868E+08 2.691E-01 2.266E+01 2.000E+05
8.82232790E-06   5931.8 6.678E-04 3.661E+08 2.669E-01 2.211E+01 2.000E+05
1.17951713E-05   5976.9 9.004E-04 4.877E+08 2.653E-01 2.142E+01 2.000E+05
1.57806658E-05   6024.6 1.215E-03 6.503E+08 2.641E-01 2.063E+01 2.000E+05
2.11172068E-05   6075.8 1.641E-03 8.675E+08 2.631E-01 1.977E+01 2.000E+05
2.82555263E-05   6129.0 2.217E-03 1.158E+09 2.625E-01 1.887E+01 2.000E+05
3.78006447E-05   6183.1 2.996E-03 1.545E+09 2.618E-01 1.792E+01 2.000E+05
5.05742094E-05   6237.3 4.052E-03 2.062E+09 2.609E-01 1.689E+01 2.000E+05
6.76621493E-05   6291.1 5.481E-03 2.752E+09 2.599E-01 1.597E+01 2.000E+05
9.05349126E-05   6345.1 7.413E-03 3.671E+09 2.590E-01 1.515E+01 2.000E+05
1.21137366E-04   6400.1 1.002E-02 4.892E+09 2.582E-01 1.443E+01 2.000E+05
1.61991527E-04   6457.6 1.353E-02 6.510E+09 2.584E-01 1.402E+01 2.000E+05
2.16367625E-04   6517.0 1.821E-02 8.644E+09 2.591E-01 1.367E+01 2.000E+05
2.88566019E-04   6578.0 2.445E-02 1.145E+10 2.605E-01 1.340E+01 2.000E+05
3.84235201E-04   6640.0 3.275E-02 1.512E+10 2.624E-01 1.311E+01 2.000E+05
5.10787300E-04   6702.9 4.377E-02 1.993E+10 2.648E-01 1.273E+01 2.000E+05
6.77805837E-04   6766.6 5.837E-02 2.621E+10 2.679E-01 1.250E+01 2.000E+05
8.97488639E-04   6832.7 7.761E-02 3.438E+10 2.722E-01 1.239E+01 2.000E+05
1.18503857E-03   6902.0 1.028E-01 4.496E+10 2.780E-01 1.239E+01 2.000E+05
1.55938162E-03   6975.9 1.356E-01 5.863E+10 2.855E-01 1.234E+01 2.000E+05
2.04381052E-03   7053.5 1.781E-01 7.617E+10 2.951E-01 1.233E+01 2.000E+05
2.66735008E-03   7134.2 2.328E-01 9.859E+10 3.063E-01 1.221E+01 2.000E+05
3.46674435E-03   7214.6 3.030E-01 1.271E+11 3.191E-01 1.212E+01 2.000E+05
4.48867713E-03   7293.4 3.928E-01 1.630E+11 3.333E-01 1.206E+01 2.000E+05
5.79163703E-03   7369.4 5.074E-01 2.082E+11 3.491E-01 1.210E+01 2.000E+05
7.44786526E-03   7442.8 6.528E-01 2.648E+11 3.668E-01 1.227E+01 2.000E+05
9.54544157E-03   7514.2 8.365E-01 3.352E+11 3.870E-01 1.258E+01 2.000E+05
1.21907813E-02   7584.5 1.067E+00 4.224E+11 4.101E-01 1.303E+01 2.000E+05
1.55121804E-02   7657.2 1.355E+00 5.303E+11 4.364E-01 1.340E+01 2.000E+05
1.96647983E-02   7727.8 1.714E+00 6.626E+11 4.664E-01 1.391E+01 2.000E+05
2.48333245E-02   7797.7 2.157E+00 8.240E+11 5.009E-01 1.459E+01 2.000E+05
3.12334145E-02   7868.2 2.701E+00 1.020E+12 5.409E-01 1.545E+01 2.000E+05
3.91155095E-02   7941.0 3.363E+00 1.256E+12 5.872E-01 1.649E+01 2.000E+05
4.87693257E-02   8018.0 4.164E+00 1.541E+12 6.411E-01 1.768E+01 2.000E+05
6.05255117E-02   8099.7 5.123E+00 1.880E+12 7.040E-01 1.913E+01 2.000E+05
7.47626189E-02   8190.6 6.263E+00 2.285E+12 7.772E-01 2.076E+01 2.000E+05
9.19152911E-02   8293.2 7.606E+00 2.764E+12 8.623E-01 2.264E+01 2.000E+05
1.12476750E-01   8411.4 9.174E+00 3.328E+12 9.614E-01 2.480E+01 2.000E+05
1.37039218E-01   8550.2 1.099E+01 3.987E+12 1.074E+00 2.714E+01 2.000E+05
1.66379896E-01   8713.5 1.309E+01 4.747E+12 1.197E+00 2.954E+01 2.000E+05
2.01670413E-01   8903.1 1.554E+01 5.619E+12 1.320E+00 3.150E+01 2.000E+05
2.44573715E-01   9121.9 1.844E+01 6.620E+12 1.440E+00 3.332E+01 2.000E+05
2.97342904E-01   9375.6 2.192E+01 7.771E+12 1.551E+00 3.481E+01 2.000E+05
3.63377814E-01   9665.2 2.620E+01 9.117E+12 1.637E+00 3.546E+01 2.000E+05
4.47349662E-01   9998.5 3.159E+01 1.072E+13 1.706E+00 3.597E+01 2.000E+05
5.56161959E-01  10374.2 3.859E+01 1.270E+13 1.737E+00 3.534E+01 2.000E+05
6.99439757E-01  10800.8 4.790E+01 1.520E+13 1.751E+00 3.476E+01 2.000E+05
8.90105944E-01  11288.5 6.040E+01 1.839E+13 1.745E+00 3.409E+01 2.000E+05
1.14717285E+00  11843.7 7.748E+01 2.253E+13 1.715E+00 3.310E+01 2.000E+05
1.49793085E+00  12473.6 1.012E+02 2.801E+13 1.667E+00 3.196E+01 2.000E+05
1.97729564E+00  13188.2 1.339E+02 3.525E+13 1.635E+00 3.136E+01 2.000E+05
2.62873798E+00  13991.5 1.789E+02 4.481E+13 1.606E+00 3.070E+01 2.000E+05
3.50538921E+00  14883.0 2.397E+02 5.716E+13 1.603E+00 3.058E+01 2.000E+05
4.68532438E+00  15865.5 3.220E+02 7.276E+13 1.576E+00 2.993E+01 2.000E+05
6.27646893E+00  16937.7 4.336E+02 9.228E+13 1.567E+00 2.970E+01 2.000E+05
8.41813708E+00  18108.0 5.847E+02 1.166E+14 1.547E+00 2.923E+01 2.000E+05
1.12983248E+01  19377.1 7.887E+02 1.472E+14 1.541E+00 2.910E+01 2.000E+05
1.51658548E+01  20760.7 1.064E+03 1.853E+14 1.526E+00 2.870E+01 2.000E+05
2.03608472E+01  22250.7 1.435E+03 2.332E+14 1.521E+00 2.852E+01 2.000E+05
2.72938512E+01  23869.4 1.931E+03 2.926E+14 1.524E+00 2.840E+01 2.000E+05
3.64472456E+01  25610.0 2.585E+03 3.651E+14 1.553E+00 2.878E+01 2.000E+05
4.82846488E+01  27496.1 3.422E+03 4.504E+14 1.620E+00 2.971E+01 2.000E+05
6.31967611E+01  29520.2 4.470E+03 5.482E+14 1.734E+00 2.972E+01 2.000E+05
PRADK 1.8151E+01
BEGIN                    ITERATION   6 COMPLETED
TEFF  10000.  GRAVITY 2.50000 LTE
TITLE SDSC GRID  [-0.2]   VTURB 2.0 KM/S
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   0.63100 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
READ DECK6 64 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
7.36280689E-06   5745.9 2.134E-03 9.250E+08 2.333E-01 2.638E+01 2.000E+05
7.62713739E-06   5974.8 2.211E-03 1.109E+09 2.333E-01 2.379E+01 2.000E+05
1.01862192E-05   6015.0 2.960E-03 1.457E+09 2.295E-01 2.305E+01 2.000E+05
1.36487994E-05   6063.1 3.977E-03 1.925E+09 2.273E-01 2.224E+01 2.000E+05
1.83061413E-05   6114.8 5.348E-03 2.548E+09 2.258E-01 2.134E+01 2.000E+05
2.45483990E-05   6169.4 7.192E-03 3.375E+09 2.250E-01 2.038E+01 2.000E+05
3.29025798E-05   6225.5 9.669E-03 4.469E+09 2.243E-01 1.920E+01 2.000E+05
4.40602620E-05   6283.3 1.299E-02 5.915E+09 2.242E-01 1.829E+01 2.000E+05
5.89325526E-05   6341.3 1.743E-02 7.816E+09 2.244E-01 1.754E+01 2.000E+05
7.87335167E-05   6399.7 2.335E-02 1.031E+10 2.249E-01 1.694E+01 2.000E+05
1.05053844E-04   6458.8 3.123E-02 1.357E+10 2.259E-01 1.648E+01 2.000E+05
1.39967499E-04   6518.8 4.170E-02 1.784E+10 2.273E-01 1.598E+01 2.000E+05
1.86165550E-04   6579.7 5.558E-02 2.341E+10 2.293E-01 1.556E+01 2.000E+05
2.47136568E-04   6641.4 7.393E-02 3.064E+10 2.320E-01 1.514E+01 2.000E+05
3.27400457E-04   6703.3 9.811E-02 4.001E+10 2.353E-01 1.478E+01 2.000E+05
4.32775397E-04   6765.9 1.299E-01 5.212E+10 2.394E-01 1.447E+01 2.000E+05
5.70591421E-04   6829.6 1.715E-01 6.772E+10 2.446E-01 1.429E+01 2.000E+05
7.49878700E-04   6895.6 2.256E-01 8.778E+10 2.515E-01 1.423E+01 2.000E+05
9.81527696E-04   6964.6 2.956E-01 1.135E+11 2.605E-01 1.428E+01 2.000E+05
1.27853346E-03   7037.1 3.853E-01 1.462E+11 2.720E-01 1.430E+01 2.000E+05
1.65654735E-03   7111.9 4.994E-01 1.876E+11 2.858E-01 1.425E+01 2.000E+05
2.13525344E-03   7186.4 6.440E-01 2.395E+11 3.015E-01 1.417E+01 2.000E+05
2.73958507E-03   7258.4 8.265E-01 3.040E+11 3.188E-01 1.421E+01 2.000E+05
3.50058807E-03   7327.7 1.056E+00 3.837E+11 3.381E-01 1.438E+01 2.000E+05
4.45630173E-03   7395.1 1.345E+00 4.819E+11 3.595E-01 1.460E+01 2.000E+05
5.65307824E-03   7459.7 1.705E+00 6.024E+11 3.834E-01 1.497E+01 2.000E+05
7.14685363E-03   7522.1 2.155E+00 7.494E+11 4.103E-01 1.550E+01 2.000E+05
9.00456402E-03   7582.7 2.713E+00 9.280E+11 4.408E-01 1.622E+01 2.000E+05
1.13035237E-02   7645.3 3.402E+00 1.146E+12 4.763E-01 1.698E+01 2.000E+05
1.41334877E-02   7708.2 4.248E+00 1.410E+12 5.172E-01 1.781E+01 2.000E+05
1.76017497E-02   7770.4 5.281E+00 1.726E+12 5.639E-01 1.883E+01 2.000E+05
2.18332960E-02   7832.5 6.537E+00 2.105E+12 6.178E-01 2.007E+01 2.000E+05
2.69702034E-02   7895.7 8.054E+00 2.558E+12 6.804E-01 2.158E+01 2.000E+05
3.31708373E-02   7961.3 9.875E+00 3.099E+12 7.541E-01 2.344E+01 2.000E+05
4.05999361E-02   8033.3 1.204E+01 3.746E+12 8.426E-01 2.562E+01 2.000E+05
4.94279197E-02   8112.4 1.460E+01 4.519E+12 9.496E-01 2.827E+01 2.000E+05
5.98238010E-02   8203.5 1.757E+01 5.447E+12 1.080E+00 3.133E+01 2.000E+05
7.19538038E-02   8307.7 2.101E+01 6.554E+12 1.240E+00 3.498E+01 2.000E+05
8.59827102E-02   8428.4 2.492E+01 7.869E+12 1.435E+00 3.933E+01 2.000E+05
1.02087175E-01   8569.2 2.934E+01 9.417E+12 1.671E+00 4.441E+01 2.000E+05
1.20531347E-01   8734.6 3.430E+01 1.122E+13 1.945E+00 4.997E+01 2.000E+05
1.41779857E-01   8927.4 3.990E+01 1.328E+13 2.236E+00 5.510E+01 2.000E+05
1.66598520E-01   9147.9 4.632E+01 1.560E+13 2.535E+00 6.006E+01 2.000E+05
1.96101240E-01   9402.1 5.381E+01 1.821E+13 2.813E+00 6.417E+01 2.000E+05
2.32082237E-01   9692.8 6.284E+01 2.117E+13 3.033E+00 6.651E+01 2.000E+05
2.77101068E-01  10025.4 7.404E+01 2.458E+13 3.197E+00 6.789E+01 2.000E+05
3.35015805E-01  10402.2 8.845E+01 2.867E+13 3.267E+00 6.692E+01 2.000E+05
4.11253298E-01  10829.3 1.075E+02 3.377E+13 3.285E+00 6.560E+01 2.000E+05
5.13271196E-01  11318.6 1.332E+02 4.024E+13 3.247E+00 6.371E+01 2.000E+05
6.52289942E-01  11869.4 1.685E+02 4.872E+13 3.151E+00 6.100E+01 2.000E+05
8.44479109E-01  12501.0 2.178E+02 5.998E+13 3.022E+00 5.824E+01 2.000E+05
1.11182040E+00  13212.9 2.871E+02 7.508E+13 2.902E+00 5.594E+01 2.000E+05
1.48343511E+00  14019.5 3.843E+02 9.536E+13 2.785E+00 5.356E+01 2.000E+05
1.99205492E+00  14909.6 5.181E+02 1.222E+14 2.746E+00 5.263E+01 2.000E+05
2.68176399E+00  15892.3 7.004E+02 1.569E+14 2.693E+00 5.128E+01 2.000E+05
3.61595141E+00  16960.3 9.483E+02 2.007E+14 2.661E+00 5.045E+01 2.000E+05
4.88031190E+00  18127.7 1.285E+03 2.556E+14 2.615E+00 4.942E+01 2.000E+05
6.58693865E+00  19394.0 1.741E+03 3.242E+14 2.598E+00 4.903E+01 2.000E+05
8.88152382E+00  20770.4 2.355E+03 4.098E+14 2.572E+00 4.832E+01 2.000E+05
1.19553963E+01  22260.5 3.178E+03 5.162E+14 2.574E+00 4.841E+01 2.000E+05
1.60517673E+01  23872.6 4.276E+03 6.478E+14 2.575E+00 4.796E+01 2.000E+05
2.14680887E+01  25614.4 5.727E+03 8.087E+14 2.624E+00 4.867E+01 2.000E+05
2.84946133E+01  27496.8 7.603E+03 1.000E+15 2.720E+00 4.987E+01 2.000E+05
3.74166652E+01  29520.9 9.982E+03 1.223E+15 2.886E+00 4.939E+01 2.000E+05
PRADK 1.8101E+01
BEGIN                    ITERATION   6 COMPLETED
TEFF  10000.  GRAVITY 3.00000 LTE
TITLE SDSC GRID  [-0.2]   VTURB 2.0 KM/S
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   0.63100 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
